E,F,G,H,I,J,K
101055,2,1,2,2,37,876151
251548,2,1,3,3,55,876152
454169,2,1,0,0,24,876153
321637,1,1,0,0,48,876154
387166,1,1,3,3,31,876155
460651,1,1,3,3,35,876156
446767,2,1,2,2,54,876157
22236,2,2,0,0,52,876158
153062,2,2,0,0,24,876159
205968,1,1,2,2,25,876160
296976,1,1,3,3,24,876161
191658,1,1,3,3,24,876162
451976,2,2,0,0,38,876163
63459,1,1,2,2,24,876164
448915,2,1,2,2,24,876165
138584,1,1,0,0,24,876166
138553,1,1,3,3,25,876167
182638,2,2,2,2,70,876168
408630,2,1,3,3,24,876169
194146,1,1,3,3,27,876170
375516,1,1,0,0,51,876171
116403,1,1,2,2,41,876172
69844,2,1,0,0,24,876173
189051,1,1,0,0,46,876174
287594,1,1,3,3,25,876175
323822,1,1,0,0,25,876176
245677,1,1,0,0,58,876177
222472,1,1,3,3,69,876178
222472,1,1,3,3,69,876179
400468,2,2,3,3,24,876180
98514,2,1,3,3,40,876181
279528,1,1,1,1,43,876182
331739,2,1,3,3,25,876183
123955,2,2,2,2,36,876184
123955,2,2,3,3,37,876185
283068,1,1,2,2,38,876186
243628,2,1,2,2,30,876187
96373,2,1,2,2,24,876188
326070,1,1,2,2,31,876189
158077,2,2,3,3,33,876190
446386,1,1,2,2,52,876191
263310,2,1,2,2,24,876192
446386,2,1,2,2,57,876193
285979,1,1,2,2,25,876194
303477,1,1,3,3,24,876195
421185,1,1,3,3,39,876196
386810,2,1,3,3,50,876197
160335,2,1,0,0,35,876198
285658,1,1,3,3,51,876199
49727,1,1,2,2,71,876200
49727,1,1,3,3,66,876201
161044,2,1,3,3,30,876202
63159,1,1,2,2,31,876203
373469,1,1,3,3,36,876204
128219,1,1,0,0,26,876205
445650,1,1,0,0,24,876206
397396,1,1,0,0,30,876207
183694,2,2,0,0,61,876208
311796,2,2,3,3,29,876209
443042,2,2,3,3,25,876210
394046,2,1,3,3,29,876211
128118,1,1,0,0,34,876212
334008,2,1,0,0,37,876213
356744,1,1,3,3,36,876214
456033,2,1,3,3,41,876215
314702,1,1,3,3,33,876216
434678,2,1,0,0,56,876217
28180,2,1,2,2,35,876218
138625,1,1,2,2,28,876219
104562,2,1,2,2,36,876220
154319,1,1,3,3,24,876221
422035,1,1,2,2,39,876222
27756,1,1,0,0,32,876223
36047,1,1,3,3,66,876224
12377,2,2,2,2,65,876225
159409,1,1,2,2,43,876226
307490,1,1,3,3,32,876227
165831,1,1,0,0,34,876228
353685,2,1,2,2,48,876229
357150,2,2,0,0,32,876230
353458,1,1,2,2,67,876231
419050,2,2,3,3,27,876232
357596,2,1,0,0,27,876233
199271,1,1,3,3,26,876234
234930,1,1,2,2,40,876235
336431,1,1,3,3,47,876236
369213,1,1,0,0,27,876237
459983,1,1,0,0,27,876238
313968,1,1,2,2,35,876239
324295,2,1,3,3,61,876240
182989,1,1,2,2,70,876241
301662,2,1,2,2,24,876242
136995,2,1,2,2,51,876243
218342,2,1,3,3,33,876244
323195,1,1,0,0,48,876245
439896,2,1,0,0,25,876246
143978,2,1,0,0,31,876247
428557,2,1,0,0,59,876248
34010,2,1,3,3,27,876249
107863,2,2,3,3,32,876250
361137,1,1,0,0,38,876251
368609,1,1,2,2,30,876252
314497,1,1,3,3,37,876253
238506,2,1,0,0,46,876254
367621,2,2,2,2,69,876255
23897,1,1,2,2,48,876256
119727,2,1,0,0,35,876257
424324,2,1,0,0,34,876258
73233,1,1,2,2,27,876259
182135,1,1,0,0,31,876260
347691,1,1,0,0,41,876261
429844,1,1,3,3,29,876262
126584,0,0,2,2,73,876263
336987,1,1,3,3,32,876264
200590,1,1,0,0,26,876265
383824,1,1,3,3,33,876266
325345,2,2,0,0,30,876267
97612,1,1,2,2,39,876268
279462,1,1,0,0,57,876269
423859,1,1,0,0,62,876270
349404,2,2,2,2,65,876271
323825,2,2,0,0,30,876272
148539,0,0,3,3,51,876273
148538,2,2,3,3,48,876274
395857,1,1,3,3,56,876275
353683,1,1,3,3,45,876276
337966,2,1,2,2,67,876277
171263,2,2,3,3,43,876278
399022,1,1,0,0,27,876279
283165,1,1,3,3,36,876280
88555,1,1,3,3,57,876281
147140,1,1,0,0,24,876282
255269,2,1,3,3,52,876283
393215,1,1,0,0,34,876284
105567,1,1,0,0,69,876285
80014,1,1,3,3,27,876286
237967,1,1,3,3,52,876287
116585,2,1,0,0,39,876288
326858,2,1,3,3,29,876289
117734,2,1,3,3,29,876290
176860,1,1,0,0,41,876291
156623,1,1,3,3,36,876292
321026,2,2,3,3,31,876293
85905,1,1,0,0,34,876294
168324,1,1,3,3,36,876295
358483,1,1,3,3,32,876296
244191,2,1,3,3,30,876297
141109,2,1,3,3,44,876298
107790,1,1,2,2,26,876299
275458,1,1,0,0,67,876300
275458,1,1,0,0,73,876301
251554,1,1,2,2,77,876302
155051,2,1,3,3,98,876303
323452,1,1,0,0,24,876304
168323,1,1,3,3,28,876305
292318,1,1,2,2,24,876306
23897,1,1,3,3,47,876307
70060,2,1,3,3,41,876308
114001,2,1,2,2,48,876309
427164,2,1,3,3,55,876310
105566,2,1,2,2,55,876311
84596,1,1,0,0,36,876312
88968,1,1,3,3,30,876313
68064,1,1,3,3,33,876314
279817,1,1,2,2,24,876315
313509,1,1,3,3,31,876316
55759,1,1,2,2,28,876317
358017,2,2,3,3,42,876318
358017,2,2,3,3,40,876319
246332,1,1,2,2,31,876320
264746,2,1,2,2,66,876321
265949,1,1,0,0,35,876322
276820,2,1,2,2,35,876323
276820,2,1,2,2,32,876324
205414,2,1,2,2,57,876325
13129,1,1,2,2,37,876326
168324,1,1,2,2,42,876327
451459,2,2,3,3,30,876328
245974,2,2,0,0,54,876329
192825,2,2,3,3,71,876330
244880,1,1,2,2,60,876331
391357,1,1,0,0,42,876332
391357,2,1,3,3,45,876333
46881,2,1,0,0,58,876334
298737,1,1,0,0,24,876335
316344,2,2,2,2,30,876336
198675,1,1,2,2,46,876337
265407,1,1,2,2,26,876338
179291,1,1,2,2,24,876339
329189,2,1,0,0,37,876340
107259,2,1,2,2,31,876341
78412,1,1,3,3,24,876342
350968,2,1,3,3,34,876343
194787,2,1,3,3,24,876344
425677,1,1,3,3,49,876345
233273,2,2,3,3,44,876346
404179,1,1,0,0,51,876347
400553,2,1,2,2,32,876348
50158,2,1,3,3,33,876349
326141,1,1,2,2,41,876350
329770,2,1,3,3,29,876351
225711,1,1,2,2,28,876352
105078,1,1,0,0,53,876353
461732,1,1,3,3,30,876354
404048,2,1,3,3,24,876355
285868,1,1,0,0,71,876356
105078,2,1,0,0,54,876357
15408,1,1,0,0,24,876358
176963,2,2,0,0,63,876359
13271,1,1,2,2,62,876360
398491,2,1,0,0,31,876361
136616,1,1,3,3,45,876362
13271,1,1,2,2,57,876363
296210,1,1,2,2,65,876364
88048,1,1,2,2,24,876365
323816,2,2,2,2,25,876366
185187,2,1,0,0,28,876367
70410,1,1,2,2,24,876368
20191,1,1,0,0,42,876369
443052,2,1,2,2,41,876370
313898,1,1,2,2,46,876371
255036,1,1,3,3,36,876372
246404,0,0,3,3,55,876373
331301,1,1,0,0,52,876374
259070,1,1,2,2,24,876375
307547,1,1,2,2,51,876376
352874,1,1,3,3,26,876377
321436,1,1,3,3,31,876378
314895,2,2,3,3,77,876379
82537,2,1,2,2,66,876380
330675,1,1,3,3,43,876381
371145,2,2,0,0,25,876382
253813,1,1,0,0,29,876383
229746,1,1,2,2,68,876384
291736,1,1,0,0,40,876385
223460,2,2,3,3,26,876386
465150,2,2,0,0,33,876387
286974,1,1,3,3,73,876388
401333,1,1,3,3,36,876389
299642,1,1,2,2,65,876390
293336,1,1,3,3,64,876391
402738,2,1,2,2,74,876392
286974,1,1,3,3,71,876393
172457,0,0,0,0,39,876394
186386,2,2,0,0,49,876395
241477,1,1,2,2,83,876396
370746,2,1,0,0,31,876397
79500,2,1,2,2,36,876398
289889,2,2,2,2,57,876399
313221,2,2,3,3,26,876400
226032,1,1,0,0,51,876401
461713,1,1,0,0,47,876402
97472,1,1,3,3,24,876403
42651,2,1,2,2,25,876404
146381,2,1,2,2,41,876405
252341,1,1,2,2,35,876406
442195,1,1,3,3,62,876407
423696,2,1,3,3,27,876408
313099,1,1,3,3,40,876409
391946,1,1,2,2,25,876410
15292,1,1,0,0,57,876411
235723,2,2,3,3,24,876412
192859,1,1,0,0,59,876413
228162,1,1,2,2,57,876414
100601,1,1,3,3,44,876415
141928,2,1,3,3,48,876416
386480,2,2,0,0,77,876417
310659,1,0,0,0,44,876418
394324,1,1,3,3,70,876419
24357,2,2,0,0,29,876420
154684,2,2,0,0,57,876421
18939,2,2,0,0,24,876422
358093,2,2,2,2,31,876423
453305,2,2,0,0,80,876424
454704,2,2,0,0,53,876425
430948,2,1,2,2,31,876426
275496,2,1,3,3,51,876427
353685,2,2,2,2,53,876428
142684,1,1,2,2,71,876429
339711,1,1,0,0,81,876430
73962,1,1,3,3,46,876431
377689,1,1,0,0,39,876432
130239,1,1,0,0,43,876433
294202,1,1,0,0,24,876434
145768,1,1,3,3,26,876435
421982,1,1,2,2,62,876436
41792,2,2,2,2,50,876437
65347,2,2,0,0,26,876438
385010,1,1,2,2,28,876439
454457,1,1,2,2,86,876440
215897,1,1,2,2,36,876441
364408,2,1,3,3,29,876442
332781,2,1,3,3,24,876443
40516,2,1,2,2,50,876444
354230,1,1,2,2,41,876445
208602,1,1,0,0,43,876446
439626,1,1,2,2,54,876447
279186,2,1,2,2,53,876448
167898,1,1,0,0,40,876449
391949,1,1,3,3,79,876450
323030,2,2,0,0,63,876451
171504,2,2,0,0,52,876452
212808,2,2,0,0,59,876453
361467,1,1,0,0,39,876454
340097,1,1,0,0,32,876455
307640,1,1,2,2,23,876456
374627,2,2,2,2,24,876457
132749,2,2,0,0,56,876458
120065,1,1,0,0,30,876459
353654,1,1,0,0,61,876460
93333,2,2,3,3,30,876461
420960,2,1,3,3,31,876462
12671,1,1,3,3,40,876463
417869,1,1,0,0,27,876464
176963,2,2,0,0,62,876465
462107,1,1,0,0,57,876466
118980,1,1,3,3,25,876467
446394,2,2,3,3,50,876468
46881,1,1,0,0,65,876469
22646,2,1,3,3,40,876470
249197,2,2,0,0,39,876471
297546,1,1,0,0,25,876472
421982,2,1,2,2,63,876473
87092,1,1,2,2,45,876474
451459,2,2,0,0,30,876475
42828,1,1,2,2,38,876476
129416,1,1,3,3,23,876477
400161,1,1,0,0,39,876478
108551,1,1,0,0,59,876479
41702,2,1,0,0,55,876480
39681,1,1,0,0,26,876481
313606,2,1,2,2,25,876482
266668,1,1,0,0,40,876483
419584,1,1,2,2,70,876484
4039,2,1,0,0,34,876485
333011,1,1,3,3,25,876486
223024,2,2,0,0,45,876487
14915,2,1,2,2,26,876488
242246,1,1,3,3,25,876489
267148,1,1,0,0,53,876490
132032,1,1,3,3,56,876491
324669,0,0,2,2,75,876492
306344,1,1,2,2,50,876493
281084,1,1,2,2,23,876494
176504,1,1,2,2,53,876495
114339,2,2,1,1,64,876496
185197,2,2,2,2,23,876497
137772,2,1,0,0,41,876498
204249,2,1,3,3,40,876499
379326,2,2,2,2,69,876500
359485,1,1,3,3,25,876501
162372,1,1,2,2,27,876502
419584,1,1,0,0,58,876503
150695,2,1,0,0,32,876504
114339,2,2,3,3,62,876505
288084,2,1,2,2,36,876506
352247,1,1,3,3,28,876507
138348,2,2,2,2,23,876508
95504,1,1,2,2,68,876509
116872,2,2,0,0,38,876510
168672,1,1,2,2,64,876511
5075,2,1,3,3,23,876512
268014,1,1,3,3,25,876513
321680,2,1,0,0,53,876514
323530,1,1,3,3,81,876515
378318,2,1,3,3,23,876516
185774,1,1,3,3,83,876517
358483,2,2,2,2,31,876518
271813,2,1,3,3,50,876519
70410,1,1,2,2,23,876520
235703,1,1,3,3,31,876521
391047,1,1,2,2,23,876522
300191,1,1,0,0,23,876523
275506,1,1,3,3,45,876524
94645,1,1,2,2,35,876525
176786,2,1,2,2,45,876526
199985,2,1,0,0,24,876527
461732,1,1,3,3,65,876528
339240,1,1,0,0,64,876529
157013,2,2,0,0,28,876530
240856,1,1,3,3,24,876531
408122,2,1,2,2,26,876532
205308,1,1,2,2,45,876533
101256,1,1,0,0,31,876534
423153,1,1,0,0,45,876535
405631,1,1,0,0,35,876536
174083,1,1,3,3,42,876537
177258,1,1,0,0,59,876538
177258,2,1,2,2,63,876539
189202,1,1,3,3,23,876540
420731,1,1,0,0,24,876541
357689,1,1,3,3,51,876542
357689,2,1,3,3,47,876543
323040,1,1,3,3,25,876544
91553,2,1,2,2,24,876545
137221,1,1,3,3,23,876546
286712,1,1,2,2,35,876547
354112,1,1,2,2,23,876548
266980,2,2,3,3,33,876549
410080,1,1,3,3,28,876550
85060,2,1,2,2,40,876551
298114,2,1,3,3,23,876552
298114,2,1,3,3,52,876553
115394,2,1,2,2,78,876554
138531,1,1,0,0,43,876555
396174,2,1,0,0,42,876556
280178,2,2,2,2,23,876557
320486,1,1,0,0,35,876558
396174,1,1,3,3,44,876559
396699,1,1,3,3,27,876560
265006,1,1,2,2,80,876561
286048,0,0,3,3,42,876562
276387,2,2,2,2,60,876563
276387,1,1,3,3,59,876564
440649,2,2,0,0,34,876565
380727,1,1,0,0,57,876566
297262,1,1,3,3,23,876567
338521,1,1,0,0,64,876568
338521,2,1,0,0,62,876569
390473,0,0,2,2,26,876570
147541,1,1,3,3,25,876571
229600,2,1,2,2,23,876572
229990,2,1,1,1,35,876573
168672,2,1,0,0,66,876574
88271,1,1,3,3,70,876575
327449,1,1,2,2,60,876576
327449,1,1,2,2,62,876577
208481,1,1,3,3,49,876578
275168,2,1,3,3,45,876579
450024,1,1,2,2,56,876580
443493,1,1,3,3,39,876581
304055,1,1,3,3,27,876582
171874,1,1,0,0,31,876583
172341,1,1,3,3,66,876584
269404,2,1,3,3,30,876585
324862,1,1,2,2,65,876586
106922,2,2,2,2,67,876587
168175,2,1,2,2,45,876588
372065,2,2,2,2,23,876589
348850,2,2,2,2,34,876590
375162,1,1,2,2,34,876591
334899,1,1,2,2,30,876592
304019,2,2,0,0,50,876593
253420,1,1,2,2,23,876594
298900,1,1,2,2,28,876595
304019,2,1,3,3,52,876596
429764,2,2,3,3,25,876597
236865,1,1,2,2,24,876598
320559,1,1,3,3,27,876599
211793,0,0,0,0,52,876600
450943,1,1,2,2,30,876601
389911,1,1,0,0,29,876602
50516,1,1,2,2,60,876603
115038,2,2,3,3,66,876604
115038,2,2,3,3,64,876605
274813,1,1,2,2,26,876606
106922,2,2,2,2,65,876607
326387,1,1,2,2,60,876608
386482,1,1,3,3,30,876609
369362,2,1,2,2,25,876610
144158,2,2,3,3,41,876611
319167,2,1,3,3,23,876612
45942,1,1,2,2,50,876613
63482,1,1,0,0,29,876614
308485,1,1,3,3,33,876615
314717,1,1,0,0,35,876616
67307,2,1,0,0,23,876617
324229,2,1,0,0,55,876618
139538,2,1,2,2,23,876619
26276,1,1,3,3,39,876620
332008,2,2,3,3,65,876621
38737,0,0,3,3,27,876622
314074,2,1,2,2,23,876623
412401,2,1,3,3,23,876624
45857,2,1,3,3,49,876625
269828,2,1,2,2,32,876626
49594,2,1,2,2,23,876627
219824,2,1,2,2,45,876628
137627,2,1,2,2,53,876629
137627,1,1,2,2,55,876630
26523,1,1,2,2,39,876631
277648,1,1,2,2,49,876632
33145,2,2,2,2,38,876633
297875,1,1,3,3,43,876634
219604,2,1,2,2,70,876635
103221,2,2,2,2,62,876636
372156,1,1,3,3,47,876637
372156,1,1,3,3,47,876638
213859,1,1,3,3,32,876639
55080,2,1,3,3,40,876640
261495,1,1,3,3,23,876641
104915,1,1,0,0,23,876642
364877,1,1,3,3,50,876643
323738,2,2,3,3,67,876644
323738,1,1,2,2,70,876645
98184,1,1,3,3,31,876646
3546,2,2,3,3,24,876647
378142,1,1,2,2,61,876648
33145,2,2,2,2,39,876649
414354,2,2,3,3,48,876650
246817,2,1,3,3,23,876651
261336,2,1,2,2,29,876652
15406,1,1,3,3,75,876653
438458,2,1,3,3,25,876654
332008,1,1,3,3,71,876655
398162,2,2,3,3,31,876656
86068,0,0,2,2,30,876657
133950,1,1,2,2,54,876658
47486,1,1,0,0,84,876659
280404,2,2,3,3,69,876660
357448,1,1,3,3,23,876661
202729,1,1,3,3,28,876662
372676,1,1,3,3,27,876663
48845,0,0,3,3,25,876664
411061,2,1,0,0,43,876665
340202,0,0,3,3,44,876666
24415,1,1,2,2,40,876667
259007,1,1,0,0,33,876668
109713,1,1,3,3,37,876669
290933,2,2,2,2,27,876670
370132,1,1,3,3,30,876671
256354,1,1,0,0,75,876672
278938,1,1,2,2,55,876673
201122,2,2,3,3,48,876674
225221,1,1,0,0,25,876675
305420,1,1,2,2,52,876676
325474,1,1,3,3,68,876677
325474,2,2,3,3,53,876678
305420,2,1,2,2,51,876679
367411,2,2,0,0,36,876680
367411,1,1,0,0,40,876681
212213,2,1,0,0,65,876682
445888,1,1,0,0,25,876683
168151,1,1,2,2,23,876684
157926,1,1,3,3,23,876685
166277,2,2,3,3,30,876686
6266,1,1,0,0,39,876687
191150,1,1,2,2,49,876688
269287,2,2,3,3,25,876689
269031,2,1,0,0,57,876690
354086,1,0,0,0,62,876691
375281,1,1,0,0,35,876692
378221,2,1,0,0,52,876693
392185,2,1,3,3,27,876694
106914,1,1,3,3,53,876695
366781,1,1,3,3,51,876696
272758,1,1,2,2,30,876697
22950,1,1,2,2,56,876698
22950,2,1,2,2,54,876699
191657,2,1,2,2,79,876700
347453,1,1,2,2,58,876701
186947,1,0,0,0,30,876702
141194,1,1,3,3,23,876703
293321,1,1,3,3,36,876704
233290,1,1,3,3,63,876705
142782,2,1,0,0,28,876706
224372,2,1,2,2,49,876707
237231,1,1,2,2,33,876708
284879,1,1,3,3,49,876709
337009,2,2,3,3,35,876710
459399,1,1,3,3,23,876711
237355,2,2,0,0,33,876712
434917,2,2,2,2,23,876713
365676,2,2,0,0,53,876714
176185,1,1,0,0,54,876715
206293,1,1,3,3,51,876716
120816,1,1,0,0,44,876717
80682,2,1,0,0,54,876718
159732,1,1,3,3,23,876719
423726,1,1,0,0,74,876720
372444,2,2,3,3,22,876721
407711,2,1,2,2,78,876722
407711,1,1,2,2,77,876723
333941,1,1,2,2,32,876724
300498,2,2,2,2,29,876725
165601,1,1,2,2,24,876726
84295,2,2,0,0,49,876727
142748,2,1,2,2,24,876728
340217,1,1,2,2,26,876729
338995,2,1,3,3,70,876730
12509,1,1,2,2,59,876731
28467,1,1,2,2,32,876732
269740,0,0,2,2,33,876733
94277,1,1,3,3,44,876734
347453,2,2,2,2,56,876735
392988,1,1,2,2,39,876736
319988,1,1,2,2,46,876737
185278,1,1,3,3,44,876738
167921,2,1,2,2,43,876739
355289,1,1,2,2,32,876740
128117,0,0,3,3,56,876741
367634,1,1,2,2,49,876742
164670,0,0,0,0,24,876743
451308,1,1,3,3,25,876744
136173,2,1,3,3,43,876745
227983,2,1,2,2,48,876746
168161,1,1,3,3,24,876747
440880,1,1,2,2,54,876748
68945,1,1,2,2,69,876749
404917,1,1,2,2,26,876750
182205,2,2,3,3,57,876751
252854,1,1,3,3,66,876752
209879,1,1,2,2,72,876753
209879,1,1,2,2,73,876754
393303,0,0,0,0,48,876755
177558,2,1,2,2,71,876756
177558,1,1,3,3,67,876757
247515,1,1,0,0,35,876758
439555,2,2,0,0,46,876759
129982,1,1,3,3,24,876760
100539,1,1,2,2,24,876761
204467,2,2,0,0,43,876762
396150,1,1,3,3,24,876763
309050,1,1,3,3,22,876764
317092,1,1,3,3,43,876765
258561,2,2,3,3,70,876766
131556,1,1,0,0,34,876767
280404,2,2,3,3,71,876768
130554,2,1,3,3,60,876769
303458,2,1,0,0,74,876770
161742,1,1,2,2,50,876771
339667,1,1,0,0,51,876772
230057,1,1,3,3,23,876773
402615,1,1,0,0,40,876774
17478,1,1,3,3,29,876775
141928,2,2,0,0,47,876776
383077,1,1,0,0,23,876777
213606,0,0,3,3,28,876778
448472,2,2,0,0,33,876779
330486,2,2,0,0,42,876780
454705,0,0,0,0,42,876781
248466,1,1,3,3,50,876782
329437,1,1,0,0,23,876783
197940,1,1,2,2,25,876784
160186,0,0,2,2,44,876785
59099,1,1,3,3,23,876786
127523,1,1,2,2,22,876787
137221,1,1,3,3,44,876788
332678,1,1,3,3,22,876789
3603,2,2,3,3,22,876790
129213,1,1,2,2,53,876791
188835,2,2,0,0,82,876792
168161,2,2,2,2,22,876793
49306,1,1,3,3,36,876794
108963,1,1,2,2,57,876795
293387,1,1,3,3,47,876796
462234,1,1,2,2,59,876797
248355,2,2,3,3,22,876798
123295,1,1,3,3,23,876799
266035,2,1,2,2,40,876800
322901,2,2,0,0,50,876801
368680,1,1,2,2,31,876802
252332,1,1,2,2,39,876803
442609,1,1,0,0,48,876804
20763,1,1,2,2,52,876805
191295,1,1,3,3,29,876806
265022,1,1,2,2,28,876807
208431,1,0,0,0,37,876808
440880,2,2,2,2,53,876809
388585,2,1,3,3,49,876810
202707,2,2,0,0,35,876811
21013,1,1,3,3,33,876812
392184,2,1,0,0,59,876813
371138,1,1,3,3,28,876814
271972,1,1,0,0,22,876815
330329,1,1,3,3,22,876816
220586,1,1,2,2,22,876817
287719,1,1,2,2,22,876818
334941,2,1,0,0,23,876819
355597,2,1,2,2,48,876820
434884,1,1,3,3,61,876821
130554,2,1,3,3,23,876822
68861,2,1,3,3,48,876823
63445,1,1,0,0,33,876824
238061,2,1,0,0,36,876825
162356,1,1,3,3,28,876826
190473,2,2,0,0,59,876827
20458,0,0,0,0,53,876828
29103,2,1,2,2,24,876829
60378,2,1,0,0,33,876830
416948,1,1,3,3,43,876831
287623,2,2,0,0,40,876832
84596,1,1,0,0,36,876833
375162,2,2,2,2,39,876834
174587,1,1,0,0,24,876835
392301,2,2,0,0,29,876836
144590,2,2,0,0,42,876837
173510,2,2,0,0,55,876838
320731,2,1,3,3,59,876839
391358,1,1,3,3,23,876840
172526,1,1,2,2,50,876841
171874,1,1,0,0,36,876842
201242,2,1,3,3,46,876843
162458,1,1,2,2,24,876844
363650,2,1,2,2,24,876845
252010,1,1,0,0,22,876846
13267,2,1,0,0,63,876847
418599,2,1,3,3,30,876848
241747,2,2,2,2,98,876849
120828,1,1,0,0,22,876850
231180,1,1,0,0,23,876851
213606,1,0,3,3,28,876852
260179,1,1,2,2,22,876853
3405,2,2,3,3,22,876854
180005,2,1,3,3,22,876855
389159,2,1,3,3,22,876856
65347,2,2,3,3,37,876857
47264,2,2,3,3,91,876858
332988,2,2,0,0,44,876859
340261,2,2,0,0,34,876860
122931,2,2,3,3,23,876861
383946,2,2,3,3,22,876862
276570,1,1,0,0,22,876863
408774,2,2,0,0,22,876864
143435,2,2,0,0,45,876865
258715,2,2,0,0,22,876866
189156,1,1,0,0,56,876867
3725,2,2,0,0,22,876868
132362,1,1,2,2,47,876869
33632,2,2,3,3,22,876870
200202,2,2,2,2,22,876871
287376,0,0,2,2,22,876872
176603,2,1,3,3,44,876873
248769,2,1,3,3,57,876874
264745,2,2,0,0,52,876875
391358,2,2,0,0,25,876876
387300,1,1,3,3,23,876877
380666,2,2,0,0,26,876878
73234,2,2,3,3,23,876879
109960,2,2,3,3,22,876880
340179,2,2,3,3,22,876881
380908,2,2,3,3,22,876882
316406,2,2,0,0,22,876883
329565,1,1,0,0,22,876884
3312,2,2,0,0,22,876885
148390,2,2,0,0,22,876886
111994,2,2,3,3,75,876887
35540,2,2,3,3,87,876888
274466,2,2,2,2,22,876889
28743,1,1,0,0,22,876890
357150,2,2,0,0,61,876891
228441,1,1,2,2,24,876892
351918,2,1,2,2,38,876893
330258,1,1,0,0,22,876894
228473,2,2,3,3,22,876895
443301,1,1,0,0,25,876896
138563,2,2,3,3,33,876897
437333,2,2,0,0,75,876898
420962,2,2,0,0,43,876899
232534,2,2,0,0,23,876900
147140,1,1,0,0,22,876901
285094,2,1,0,0,25,876902
99542,2,2,3,3,23,876903
397059,1,1,0,0,65,876904
397059,1,1,3,3,64,876905
68005,2,2,0,0,45,876906
81929,2,1,0,0,46,876907
433010,2,2,3,3,47,876908
90965,2,1,0,0,22,876909
401913,1,1,0,0,24,876910
189995,2,1,3,3,22,876911
188696,1,1,2,2,25,876912
348336,1,1,3,3,59,876913
219712,2,1,0,0,64,876914
23465,2,2,2,2,39,876915
123066,2,1,3,3,33,876916
260311,1,1,0,0,37,876917
457623,2,1,3,3,43,876918
285663,1,1,3,3,24,876919
309285,1,1,3,3,28,876920
410997,0,0,2,2,44,876921
28040,1,1,3,3,28,876922
409182,1,1,3,3,37,876923
92396,1,1,2,2,24,876924
79194,1,1,3,3,37,876925
209495,1,1,3,3,22,876926
119507,1,1,0,0,65,876927
255116,1,1,3,3,22,876928
151459,2,1,2,2,68,876929
382683,2,1,3,3,38,876930
372496,0,0,0,0,22,876931
225716,1,1,2,2,89,876932
359310,1,1,2,2,51,876933
397382,1,1,3,3,29,876934
332855,1,1,2,2,80,876935
227545,1,1,0,0,49,876936
227545,1,1,0,0,60,876937
259732,2,2,3,3,25,876938
86660,1,1,0,0,48,876939
278439,1,1,2,2,66,876940
278439,1,1,2,2,70,876941
93396,2,2,3,3,48,876942
345101,2,2,0,0,50,876943
229346,1,1,3,3,23,876944
349393,1,1,2,2,46,876945
143702,1,1,3,3,48,876946
333244,1,1,2,2,62,876947
358045,1,1,2,2,42,876948
358045,2,1,2,2,42,876949
387166,1,1,3,3,31,876950
67553,2,2,3,3,24,876951
271321,1,1,2,2,53,876952
148538,1,0,0,0,26,876953
344366,1,1,2,2,35,876954
287406,2,2,2,2,57,876955
108208,2,2,0,0,39,876956
327143,1,1,0,0,37,876957
231775,2,2,0,0,35,876958
386900,1,1,3,3,24,876959
313347,1,1,3,3,22,876960
165250,2,2,3,3,32,876961
295819,2,1,3,3,52,876962
262041,2,1,2,2,26,876963
373034,1,1,3,3,37,876964
125767,2,2,2,2,23,876965
250394,2,2,0,0,23,876966
365345,2,1,2,2,46,876967
458759,2,1,0,0,23,876968
352192,1,1,3,3,23,876969
22627,1,1,0,0,40,876970
391815,2,2,3,3,53,876971
320392,1,1,1,1,31,876972
326566,2,1,2,2,52,876973
286712,1,1,2,2,33,876974
451336,2,1,2,2,23,876975
274358,2,1,3,3,31,876976
357494,2,1,3,3,28,876977
334849,1,1,2,2,46,876978
365345,2,1,2,2,45,876979
450598,2,2,2,2,24,876980
325772,2,1,2,2,36,876981
422088,1,1,2,2,64,876982
212888,2,1,2,2,34,876983
63291,2,2,2,2,22,876984
330639,1,1,3,3,54,876985
454261,1,1,0,0,22,876986
337719,2,1,2,2,42,876987
299252,2,1,0,0,54,876988
400896,2,2,3,3,22,876989
378709,2,2,3,3,39,876990
85310,1,1,3,3,42,876991
374452,1,1,2,2,67,876992
177219,1,1,3,3,49,876993
180926,1,1,3,3,36,876994
186318,2,1,2,2,55,876995
290933,1,1,2,2,29,876996
140075,1,1,0,0,33,876997
140142,1,0,0,0,65,876998
99861,1,1,0,0,23,876999
88199,1,1,2,2,42,877000
190249,1,1,0,0,54,877001
301370,1,1,3,3,25,877002
193420,1,1,2,2,22,877003
186783,1,1,0,0,31,877004
253980,1,1,3,3,22,877005
267643,1,1,2,2,24,877006
18730,2,1,3,3,60,877007
359197,2,2,2,2,33,877008
428711,1,1,0,0,45,877009
109960,2,2,3,3,23,877010
9743,0,0,3,3,35,877011
432822,2,1,3,3,22,877012
173851,2,1,2,2,62,877013
179758,2,2,3,3,24,877014
392558,2,1,3,3,25,877015
262931,1,1,3,3,34,877016
144590,2,2,0,0,41,877017
147541,2,2,0,0,23,877018
162357,1,1,0,0,36,877019
313114,2,2,3,3,48,877020
318560,1,1,2,2,22,877021
412522,2,2,3,3,61,877022
392946,1,1,1,1,31,877023
291598,2,2,0,0,34,877024
